"","Precio","Opiniones","Peso","Potencia","X1","X2","X3"
"1",-0.263702089528167,1.62617909354041,0.539732953353924,0,1.17620291139575,1.04328717804756,0.379593098454615
"2",1.40585047867381,-0.870866770405158,-0.520988345373914,0,1.50735277207377,-0.8153792685271,0.580011841038888
"3",0,0.138681069119709,-1.07128736501467,0,-1.22463357851991,-1.16941097263656,-1.14358934518587
"4",0.0507178614078007,0,0.539732953353924,0,-0.148396531316338,1.44157284517071,0.459760595488324
"5",0.206885560795334,1.03117988377213,-0.608717174592006,0,-1.22463357851991,-1.16941097263656,-1.14358934518587
"6",-0.314078766749952,1.01654875566307,0.121027177540303,0,1.2175966439805,0.60074754791074,0.499844344005179
"7",-0.418480087475099,0.0947876847925404,-1.34244920077968,0,-1.22463357851991,-1.16941097263656,-1.14358934518587
"8",0,-0.64164576336328,-0.305653946384052,0,-1.22463357851991,-1.16941097263656,-1.14358934518587
"9",-0.315642180870628,2.02121955248492,-0.417308819934351,0,-1.22463357851991,-1.16941097263656,-1.14358934518587
"10",-0.17493491000978,0,0.459979472246567,0.153739906095172,0.389721992285446,1.30881095612966,1.34160306285913
"11",-0.0707073019647083,1.49937598326192,-0.0584181549512481,0,0.886446783302477,0.42373169585601,0.539928092522034
"12",-0.400935106787512,-0.748940702829691,-1.17496689045423,0,-1.10045238076565,0.0696999917465499,-0.50224936891619
"13",0.421420720688107,0.0508943004653723,-0.0584181549512481,0,0.886446783302477,0.512239621883375,0.179174355870341
"14",-0.0707073019647083,1.49937598326192,-0.0584181549512481,0,0.886446783302477,0.42373169585601,0.539928092522034
"15",0.176312129102113,0.704418022669875,-0.098294895504926,0,0.224147061946435,0.379477732842327,0.940765577690581
"16",-0.575168924902858,-0.23685121901273,2.01118467978465,-2.76731830971311,1.25899037656525,1.26455699311598,1.58210555396026
"17",-0.557450231535195,-0.734309574720635,-0.967607839575109,0,-0.727908787502875,-0.594109453458687,1.66227305099397
